omit,author_date,doi,earliestyear_sampled,latestyear_sampled,method,method_specific,volume_measure,river_ocean,lowestsize_mm,lowest_mesh,vol_L,vol_source,uppersize_mm,Cavg.L,Csd.L,num_samples,total_particles_collected,separation,primary_id,secondary_id,highest_id,no_particles_secondary,validation_rate,top_shape,excluded_particles,topsize_bottom_mm,topsize_upper_mm,avg_size_mm,top_polymer,second_polymer,top_color,second_color,location,lat,long,waterblanks,airblanks,blanks_subtracted,comment
0,Xiong 2018,doi.org/10.1016/j.envpol.2017.12.081 ,2016,2016,net,rectangular,GPS distance,lake,0.112,mesh,500000,"calculated, distance",,0.0007236,0.000918132,10,,WPO,stereomicroscope,Raman,Raman,,,film,,0.1,0.5,,polyethylene,polypropylene,clear,blue,Qinghai Lake,36.83421748,100.1262231,2,0,no,Qinghai lake. Included lake samples only (no river). Assumed half of trawl mouth was submerged.
0,Schmidt 2018,https://doi.org/10.1016/j.pocean.2017.11.010,2016,2016,net,manta,GPS distance,marine,0.78,mesh,57875.0625,"calculated, speed",,0.001871111,,43,,none,dissecting,none,visual,,,,,0.78,1,1.48,,,,,Gulf of Lion,43.3001123,4.811797015,0,0,no,"gulf of lion (med sea). Omited river sample. Averaged all other sample site average concentrations. Assumed 1/2 of net submerged. Ignored the fact that two samples were taken with smaller mesh size (0.33). No GPS specifically mentioned, but I've assumed. Includes triplicate trawls on single sample date: vary 9-fold in concentration"
0,Lenaker 2019,https://doi-org.proxy.library.cornell.edu/10.1021/acs.est.9b03850,2016,2016,net,rectangular,flowmeter,river,0.333,mesh,114431.9,averaged,,0.00326,,96,12568.18182,WPO,dissecting,ftir,ftir,553,0.95,fiber,,0.355,0.999,,polypropylene,polystyrene,,,Milwaukee River,43.0290611,-87.90639026,10,0,no,used water surface only. Average volume & concentration calculated from: https://www.sciencebase.gov/catalog/item/5cb0d7bfe4b0c3b0065741b0
0,Uurasjärvi 2020,https://doi.org/10.1002/wer.1229,2016,2016,net,manta,flowmeter,lake,0.333,mesh,58000,given,,0.00027,0.00018,8,,NaOH digestion,stereomicroscope,ftir,ftir,138,,fiber,,,,,polyethylene terephthalate,polyacrylonitrile,,,Lake Kallavesi,62.90740452,27.74356065,0,3,no,surface sampling 0-16cm
0,Naidoo 2019,https://doi.org/10.1016/j.marpolbul.2019.110514,2016,2016,net,manta,GPS distance,marine,0.333,mesh,33750,given,,0.0000401,,48,,none,dissecting microscope,none,visual,,0,fragment,,1,5,,,,white,clear,KwaZulu-Natal coastline,-29.911,31.228,0,0,no,average tow distance given. No secondary microscopy performed
0,Tan 2019,https://doi.org/10.1016/j.chemosphere.2019.01.022,2016,2016,net,conical,flowmeter,reservoir,0.122,mesh,31415.92654,"calculated, distance",5,0.00056,0.00045,12,,none,visual,ftir,ftir,,0.837,film,,0.6,2,,polypropylene,polyethylene,,,Feilaixia Reservoir,23.42566232,112.8979057,>1,0,no,distance*net opening = volume. GPS coordinate in this row is a guess.
0,Zhu 2018,https://doi.org/10.1016/j.scitotenv.2018.04.182,2016,2016,grab,bulk,vessel,marine,0.03,sieve,25,given,,0.545,0.282,19,259,WPO,optical microscope,ftir,ftir,60,0.4,film,,0.03,0.5,,polyethylene,polypropylene,clear,,Yellow Sea,38.36635774,122.4925553,>1,0,none,sampled at .3m water depth. Niskin hydrophore. Microftir
0,Barrows 2018,https://doi.org/10.1016/j.envpol.2018.02.062,2013,2017,grab,bulk,vessel,marine,0.00045,filter,1.2,given,5,11.8,0.6,1393,1393,none,hot needle,ftir,ftir,113,0.57,fiber,,0.1,1.5,,,,clear,,Global oceans,24.27403717,-43.80908463,265,126,no,"citsci, 1L target volume not always met (open marine always higher than coastal samples)"
0,Barrows 2018,https://doi.org/10.1016/j.watres.2018.10.013,2015,2017,grab,bulk,vessel,river,0.00045,filter,1.3,given,9.6,1.2,,714,1120,none,dissecting,ftir,ftir,56,0.93,fiber,,0.1,1.5,,rayon,polyester,blue,clear,Gallatin Basin,45.71787502,-111.0572841,74,53,no,"citsci gallatin. Lowest size counted were 0.1mm, but actual size enforcementby filter 0.00045. no mention of using values from blanks to correct measurements"
0,Alam 2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,2017,2017,grab,bulk,vessel,river,0.0012,filter,1,given,,5.85,3.28,30,,none,dissecting,Raman,Raman,21,0.428571429,fiber,size <.5,0.5,100,,,,,,Ciwalengke River,18.38112265,81.66091272,1,0,no,Indonesia
0,Ding 2019,https://doi.org/10.1016/j.scitotenv.2019.02.332,2017,2017,pump,pump,vessel,river,0.075,sieve,5,given,,7.158,,15,,WPO,metallographic microscope,SEM,SEM,,,fiber,,0.075,0.5,,,,,,Wei River,34.53527487,109.3907006,>1,,none,"given concentration range and I've estimated the additional values from the graph. No details provided about ""blank experiments [that] were conducted"". Strangely, abstract mentions polymer types ID'ed via FTIR, but body mentions no such thing."
0,Yan 2019,https://doi.org/10.1016/j.chemosphere.2018.11.093,2017,2017,grab,bulk,vessel,river,0.05,sieve,20,given,5,19.86,,52,,WPO,stereomicroscope,Raman,Raman,130,0.861538462,film,,0.05,0.5,,polyamide,cellophane,blue,clear,Pearl River,23.00507635,113.526187,0,0,no,"assuming ""water sampler"" = scoop. Includes only river section (omits estuary samples)"
0,Crew 2020,https://doi.org/10.1016/j.envpol.2020.113994,2017,2017,grab,bulk,vessel,river,0.1,mesh,100,given,,0.14,,28,,WPO,nile red,nile red,nile red,,,,,,,,,,,,St. Lawrence River,45.84829869,-73.29224876,7,>1,yes,wwtp effluent sites. 4L bottles used to scoop 100L total. Top 5cm sampled. I averaged upstream of wwtp average with downstream of wwtp average.
0,Lin 2018,https://doi.org/10.1016/j.scitotenv.2018.06.327,2017,2017,grab,bulk,water sampler,river,0.02,sieve,60,given,5,2.724,,14,,WPO,stereomicroscope,ftir,ftir,,0.719,fiber,,1,3,,polypropylene,polyethylene,white,red,Pearl River,23.05137827,113.3153549,15,14,no,"Pearl river. ""5L water sampler"" assumed to be a grab since aggrigating? ~2 fibers/blank, but all were cotton"
0,Karlsson 2019,https://doi.org/10.1007/s11356-019-07274-5,2017,2017,pump,pump,electromagnetic flowmeter,marine,0.3,sieve,20000,given,,0.00023,,6,35,none,stereomicroscope,ftir,ftir,,,fragment,,,,,polyethylene,,,,Gullmar Fjord,58.2626,114.446167,2,0,no,5-10cm below water surface. Concentration taken from table 2.
0,Watkins 2019,https://doi.org/10.1016/j.scitotenv.2019.02.028,2017,2017,grab,bulk,vessel,river,0.335,mesh,1,given,4.76,24,13.2,18,,WPO,dissecting,Raman,Raman,44,,fiber,,,,,,,clear,black,"Tompkins County, NY",42.45140051,-76.46672631,0,3,yes,includes river and reservoir samples
0,Tang 2018,https://doi.org/10.1016/j.scitotenv.2018.03.336,2017,2017,net,manta,flowmeter,estuary,0.33,mesh,327107.6923,averaged,5,0.5143,0.52,13,,WPO,dissecting,ftir,ftir,,,fragment,none,,,,polyethylene,polypropylene,white,colored,Jiulong River Estuary,24.43996801,118.0536441,>1,0,yes,Estuary and bay.
0,Wagner 2019,https://doi-org.proxy.library.cornell.edu/10.1021/acs.est.9b03048,2016,2017,net,rectangular,current meter,river,0.5,mesh,6220.8,"calculated, speed",5,0.07,,20,,WPO,visual,ftir,ftir,,,bead,,0.5,1,,polystyrene,,,,Parthe River,51.35590901,12.33644252,0,0,no,"took average of range of river discharges during sampling to calculate average volume per sample. Took average of rural & urban+rural catchment concentration averages (but table 2 is confusing so may not be reading sites correctly). ""10 samplings"". "
0,Mataji 2019,https://doi.org/10.1007/s00244-019-00700-2,2017,2017,net,conical,time x speed,lake,0.05,mesh,181819.8712,"calculated, speed",,0.000137964,,24,,WPO,optical,ftir,ftir,,,fragment,,1,4.75,,polyethylene,polystyrene,white,red,Caspian Sea,37.01325758,51.80190181,0,0,no,"caspian sea. They only looked at things larger than 0.3mm. Reported in items/km2. I divided by full diameter of net. GPS not specified, but I've assumed that is how they determined distance trawled."
0,Karlsson 2019,https://doi.org/10.1007/s11356-019-07274-5,2017,2017,net,conical,GPS distance,marine,0.3,mesh,64000,given,,0.00051,,10,376,none,stereomicroscope,ftir,ftir,,,fragment,,0.3,0.5,,polyethylene,,clear,white,Gullmar Fjord,58.2626,114.446167,3,,no,"estimate trawl volume estimates to have 1% error (always). I've used their extrapolated results from Results: Trawl: Precision. Our estimate based on net dimensions & trawl distance would be (.675*.2/2)*(1852*.5) which is 62,505L"
0,Uurasjärvi 2020,https://doi.org/10.1002/wer.1229,2017,2017,pump,PVC pump,not mentioned,lake,0.3,sieve,468,given,,0.0018,0.0023,12,,none,stereomicroscope,ftir,ftir,30,,fiber,,0.02,0.1,,polyethylene terephthalate,polyacrylonitrile,,,Lake Kallavesi,62.90740452,27.74356065,0,3,no,included only pump with same size as trawl. There are two other pump filter sizes available.
0,Rose 2019,https://doi.org/10.1016/j.scitotenv.2019.01.319,2017,2017,net,rectangular,flowmeter,marine,0.335,mesh,35303.78813,"calculated, speed",5+,0.00076,,40,,WPO,stereomicroscope,ftir,ftir,,,fragment,,1,2.5,,polyethylene,polypropylene,clear,,Kingston Harbour,17.95414662,-76.81178451,>1,0,no,harbor. Duplicate trawls. Assumed half of net height submerged
0,Watkins 2019,https://doi-org.proxy.library.cornell.edu/10.1007/s11356-019-04663-8,2016,2017,net,rectangular,flowmeter,river,0.335,mesh,101620.6061,averaged,5,0.00115,,33,,WPO,dissecting,Raman,Raman,11,0.88,fiber,,,,,,,,,"Tompkins County, NY",42.45140051,-76.46672631,0,3,yes,averaged high & low flow averages. Volumes averaged from supp. Materials
0,Wang 2020,https://doi.org/10.1016/j.envpol.2020.114125,2017,2017,net,manta,GPS distance,marine,0.333,mesh,518560.56,"calculated, speed",1,0.000170195,,18,,WPO,dissecting,ftir,ftir,,,fiber,,1,2.5,,polypropylene,poly(methyl methacrylate),white,clear,Western Pacific,25.50344325,147.7460706,2,0,no,"assumed manta half submerged. Converted from /km2 to /L. Sampling area (km2) was calculated for concentrations in the manuscript using GPS distance, eventhough they had a flowmeter attached to the net. poly(methyl methacrylate) = acrylic or PMMA"
0,Hendrickson 2018,https://doi.org/10.1021/acs.est.7b05829,2016,2017,net,manta,flowmeter,lake,0.333,mesh,71876,"calculated, distance",5,0.000571429,,15,582,WPO,stereomicroscope,Pyr-GC/MS,Pyr-GC/MS,68,0.838235294,fiber,,,,,polyvinylchloride,polypropylene,,,Lake Superior,46.934,-91.713,>1,2,yes,"averaged estuary, harbor, open water and nearshore averages (items/km2) and divided by 1/2 of net opening. FTIR used on 19 of the 68 particles already analyzed by Pyr-GC/MS: most common polymer via FTIR = PE, then PET. NOTE: this may mean frequency of FTIR-ID'ed PE and PET, may be a simplification of copolymers. Also fibers are hard to ID with FTIR."
0,Mu 2019,https://doi.org/10.1016/j.marpolbul.2019.04.023,2017,2017,net,manta,flowmeter,marine,0.33,mesh,1264839.231,averaged,,0.000128154,0.00011,13,2110,WPO,"dissecting microscope, stereomicroscope",ftir,ftir,2110,1,fiber,,0.5,1,,polyethylene terephthalate,,white,black,Northwest Pacific,62.452,-170.781,18,0,no,averaged all stations: volume and concentration available in supp materials. Unclear if blank total was 31 particles in 10 samples or a max of 31 particles. I've assumed the latter to be conservative
0,Tuncer 2018,https://doi.org/10.1016/j.marpolbul.2018.06.054,2017,2017,net,manta,GPS distance,marine,0.333,mesh,8586.666667,averaged,,0.01263,,17,1494,WPO,stereomicroscope,ftir,ftir,,,fragment,,2,3,6.159,polyethylene,,white,blue,Sea of Marmara,40.669,28.241,0,0,no,averaged all site hauling volumes from table 1. Determined from table 1 that conversion between m2 and m3 is /10 and used this to convert concentration in /m2 to /m3
0,Mai 2018,https://doi.org/10.1016/j.envpol.2018.06.012,2017,2017,net,manta,digital flowmeter,marine,0.333,mesh,299500,averaged,5,0.000402,0.000519483,10,1156,none,visual,ftir,ftir,,,fragment,,2,5,,polyethylene,polystyrene,,,Bohai Sea,38.672,120.357,8,0,yes,"volume & concentration from supp materials. [volume calculated with tow speed + net dimensions = 156,263L]"
0,Zhang 2020,https://doi.org/10.1016/j.marpolbul.2020.111343,2016,2017,net,manta,flowmeter,marine,0.33,mesh,173191.1245,"calculated, speed",5,0.00035,0.00013,44,8030,WPO,stereomicroscope,ftir,ftir,,,fiber,,0.33,0.5,,polyethylene,polypropylene,white,green,Bohai Sea,38.80860444,119.8443843,12,0,yes,mentions river/estuary samples being collected in 50L grabs but not mentioned in results
0,Xu 2018,https://doi.org/10.1016/j.marpolbul.2018.06.020,2017,2017,pump,pump,not mentioned,estuary,0.07,sieve,100,given,5,0.231,0.182,29,2014,WPO,stereomicroscope,ftir,ftir,,,fiber,,0.07,1,,polyethylene,polypropylene,,,Changjiang Estuary,30.37,121.576,0,3,no,sampling depth = .5m. ATR mode of micro FTIR used.
0,Kosore 2018,https://doi.org/10.2989/1814232X.2018.1492969,2017,2017,grab,bulk,vessel,marine,0.25,sieve,120,given,5,0.11,,11,149,none,dissecting microscope,ftir,ftir,9,,fiber,,0.25,1,,polypropylene,polyethylene,white,black,Kenyan Coast,-3.358969032,40.70115995,>1,>1,none,atr-ftir. 15L stainless steel buckets used to create 120L samples
0,Cai 2018,https://doi.org/10.1016/j.scitotenv.2018.03.197,2017,2017,pump,centrifugal pump,flowmeter,marine,0.044,sieve,3000,given,5,2.569,1.77,22,,none,microscope,ftir,ftir,,,,,0.044,0.1,,alkyd resin,polycaprolactone,,,South China Sea,20.3207598,112.3735203,5,0,none,"centrifugal pump. Sampled at 0.5m depth. FTIR and microFTIR. Volume: ""The flux was recorded by double water meters, also estimated according to the sampling time."""
0,Hu 2018,https://doi.org/10.1021/acs.est.8b02279,2016,2017,grab,bulk,vessel,pond,0.047,filter,5,given,,8.666666667,,25,,WPO,stereomicroscope,ftir,ftir,,0.932,fiber,,0.047,0.5,,polyester,polypropylene,,,Yangtze River Delta,30.81587304,121.2823852,>1,0,no,average concentration from figure S8 (eyeballed it)
0,Wiggin 2019,https://doi.org/10.1016/j.marpolbul.2019.03.060,2017,2017,pump,pump,vessel,estuary,0.2,sieve,20,given,1,272.6666667,,33,,WPO,dissecting,nile red,nile red,,,,,3,0.2,,,,colored,,"Long Beach, California",33.78700429,-118.1554301,3,0,yes,Included average of two river samples and marine sites since all were highly tidal estuarine. Concentrations are from table 3 corrected numbers. Samples collected by pumping water into jars and subsequently sieving it.
x,Eo 2019,https://doi.org/10.1016/j.watres.2019.05.053,2017,2017,grab,bulk,,river,0.02,,100,given,,1.5553125,,,,,,,,,,,,,,,polypropylene,polyester,,,Nakdong River,,,,,,took surface water values only. Averaged all month & location together. Samples in triplicate.
x,Ryan 2020,https://doi.org/10.1016/j.envpol.2019.113413,2017,2017,grab,bulk,vessel,marine,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,20,111,no,Report fibers only
0,Covernton 2019,https://doi.org/10.1016/j.scitotenv.2019.02.346,,2018,grab,bulk,vessel,marine,0.008,sieve,1,given,5,5.28,4.17,,,KOH,visual,ftir,ftir,,0.11,fiber,,0.1,0.499,,,,blue,,Baynes Sound,49.467919,-124.772,3,0,yes,"visual, with FTIR on 11% subsample. Flood tide. Rinsed through metal mesh (I've called sieve) before filtration"
0,Covernton 2019,https://doi.org/10.1016/j.scitotenv.2019.02.346,,2018,grab,bucket+handnet,vessel,marine,0.063,sieve,10,given,5,0.91,0.76,,,KOH,visual,ftir,ftir,,0.11,fiber,,1,5,,,,clear,,Baynes Sound,49.467919,-124.772,3,0,yes,all data available. Flood tide
0,Jiang 2019,https://doi.org/10.1016/j.envpol.2019.03.022,2018,2018,pump,flow sampler,flowmeter,river,0.045,sieve,30,given,,0.6945,,18,,WPO,dissecting,Raman,Raman,,,fiber,,0.045,1,,polyethylene,polyethylene terephthalate,clear,black,Tibet Plateau,29.64553349,91.12112636,>1,6,none,"triplicate samples. Tibet. Assumining flow sampler had built-in flowmeter, but this is not specified in text. Wpo."
0,Bordos 2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,,2018,pump,jet pump,mechanical flowmeter,river,0.1,sieve,1287.5,averaged,2,12.67,,4,,WPO,compound,ftir,ftir,,,,,,,,polypropylene,polyehtylene,,,Carpathian Basin,47.59256195,20.64225588,0,0,no,"selected (and included for this row) only natural river sites also sampled (ignoring fish ponds): two streams in lake balaton catchment, an inlet of lake Tisza-to and river Tisza. Estimated fourth concentration value based on figure 1. Used only FTIR microscope (with ftir off, which is in essence a compound microscope, in my understanding). "
0,Zhao 2020,https://doi.org/10.1016/j.marpolbul.2020.111152,2018,2018,grab,bulk,vessel,river,0.045,mesh,20,given,5,1.183,0.269,37,,WPO,compound,ftir,ftir,,,fiber,,,,,polyamide,polyester,white,black,Qiantang River,30.19699256,120.1520035,>1,0,yes,
0,Zhang 2020,https://doi.org/10.1016/j.scitotenv.2019.135176,2018,2018,pump,Teflon pump,flowmeter,river,0.025,mesh,30,given,5,0.087167,,36,,WPO,optical,ftir,ftir,,,fiber,,1,5,,polypropylene,polyethylene,black,,River Qin,21.93,108.61,>1,1,no,"paired sample, net & pump. Very coastal. Pumped .2m below surface. Including estuary, concentration is given in supp materials table S3 as 174 items/m3; concentration listed in this row is estimated from figure 3, omitting 3 estuarine sites (checked estimate by including estuary sites and got within 0.003items/L)"
0,Zhang 2020,https://doi-org.proxy.library.cornell.edu/10.1007/s12403-018-00296-3,2018,2018,pump,Teflon pump,not mentioned,river,0.05,sieve,10,given,5,2.345,1.858,20,,WPO,stereomicroscope,Raman,Raman,,0.878,fiber,,1,3,,polyethylene,polyethylene terephthalate,blue,white,Yongjiang River,22.79111641,108.3275439,>1,0,none,0-20cm below surface
0,Tien 2020,https://doi.org/10.1016/j.envpol.2020.114962,2018,2018,grab,bulk,vessel,river,0.05,sieve,50,given,5,798.6666667,,6,22980,density,dissecting,ftir,ftir,2298,,fiber,,0.05,0.297,,polyethylene,polyethylene terephthalate,,,Fengshan River,22.61349019,120.4379137,12,0,no,calculated average concentration with 2 values given in range and the rest from figure 2a.
0,Liu 2020,https://doi.org/10.1016/j.envpol.2020.114261,2018,2018,grab,bulk,water sampler,river,0.0012,filter,20,given,5,0.0093,,60,,WPO,stereomicroscope,ftir,ftir,,,,,,,,,,,,Haihe River,39.01704869,117.6394266,6,0,no,"Ruttner Hydro-bios sampler as listed is just a bulk sampler, but in the text it describes it as ""pumping sampler"", so is it a pump?"
0,Nan 2020,https://doi.org/10.1016/j.envpol.2019.113865,2018,2018,grab,bulk,vessel,river,0.02,mesh,5,given,5,0.401,0.27,30,107,none,stereomicroscope,ftir,ftir,62,0.629032258,fiber,,0.036,1,,polyester,polyamide,blue,,Goulburn River basin,-37.31024844,145.0734579,10,0,yes,pulled in surface water values only (ignored shrimp). Samples were filtered through 20micron nylon membranes with the vacuum pump in lab. I've classified this as mesh.
0,Campanale 2020,https://doi.org/10.1016/j.envpol.2019.113284,2017,2018,net,rectangular,river velocity,river,0.333,mesh,310000,averaged,5,0.006,,30,42725,WPO,dissecting,GC/MS,GC/MS,1280,0.014,fragment,,0.5,1,,polyethylene,polystyrene,clear,black,Ofanto river,41.10764343,15.79861924,1,1,yes,ofanto river Italy. 3 nets side-by-side. All sample volumes available in supp material
0,Wong 2020,https://doi.org/10.1016/j.envpol.2020.113935,2018,2018,net,manta,mechanical flowmeter,river,0.3,mesh,3270.940092,averaged,5,0.024718182,,217,20022.82281,WPO,visual,ftir,ftir,343,0.991253644,fragment,,,,,,,white,clear,Tamsui River,25.07825216,121.5050571,0,0,no,four different rivers averaged (all drain into each other). 3-5 replicates per site. All volume & concentration values available in supp materials
0,Wu 2019,https://doi.org/10.1016/j.scitotenv.2019.135187,2018,2018,grab,bulk,vessel,river,0.00045,filter,5,given,5,9.485294118,6.130506547,102,877,WPO,flurescence microscopy,ftir,ftir,877,,fragment,,0.1,1,,polyethylene,polystyrene,clear,white,Maozhou River,22.777,113.793,3,0,no,atr-ftir. Lowest size categorized: 0.1mm. Sem used for surface. Sounds like all particles were id'ed under ftir first. Concentrations averaged across wet & dry seasons and all sites from supp materials.
0,Jiang 2020,https://doi.org/10.1016/j.scitotenv.2019.136484,2018,2018,pump,pump,not mentioned,marine,0.05,mesh,100,given,5,1.81,,20,,WPO,stereomicroscope,ftir,ftir,200,,fiber,,0.1,0.5,,polyester,polyethylene,clear,blue,Nordic Seas,73.66,-5.933,3,0,none,averaged two sampling sites (gyres). Pumped directly through plankton net on board
0,Zhang 2020,https://doi.org/10.1016/j.scitotenv.2019.135176,2018,2018,net,conical,mechanical flowmeter,river,0.3,mesh,67485.71429,averaged,5,0.00105,,14,,WPO,optical,ftir,ftir,,,fiber,,1,5,,polypropylene,polyethylene,green,,River Qin,21.93,108.61,>1,1,no,"paired sample, net & pump. Very coastal, should be estuary? Had to pull concentration values off of graph and not sure if they're trustworthy? Abundance items/m3 S10, S11, S12 (not included in this row): 4,2.25,2.5. Also volume m3 S10, S11, S12 (omitted): 107.7,120.5,160.5"
0,Zhang 2020,https://doi.org/10.1016/j.scitotenv.2019.135176,2018,2018,net,conical,mechanical flowmeter,river,0.075,mesh,67471.42857,averaged,5,0.00155,,14,,WPO,optical,ftir,ftir,,,fiber,,1,5,,polypropylene,polyethylene,black,,River Qin,21.93,108.61,>1,1,no,"paired sample, net & pump. Very coastal. Should be estuary? Had to pull concentration values off of graph and not sure if they're trustworthy? Omitted volumes m3 S10, S11, S12: 107.5,120.5,160.3. Omitted abundances items/m3 S10, S11, S12: 4.5,1.5,3.25"
0,Jiang 2018,https://doi.org/10.3390/ijerph15102164,2018,2018,pump,large flow sampler,vessel,lake,0.045,sieve,30,given,5,1.1607175,0.288861663,50,,WPO,stereomicroscope,Raman,Raman,50,0.94,fiber,,0.045,0.5,,polystyrene,polyethylene terephthalate,clear,blue,Dongting Lake,28.86,112.609,10,0,no,averaged concentrations from table 2
0,Herrera 2020,https://doi.org/10.1016/j.marpolbul.2020.110999,2015,2018,net,rectangular,GPS distance,marine,0.2,mesh,138900.15,"calculated, speed",5,0.001253624,,45,,none,stereomicroscope,none,visual,,,fragment,,0.2,1,,,,,,Canary Islands,28.19657199,-16.03878214,0,0,none,assumed manta half submerged. Included only canary & madeira data
0,Liu 2020,https://doi.org/10.1016/j.envpol.2020.114261,2018,2018,net,manta,GPS distance,river,0.333,mesh,244887.5,"calculated, distance",5,0.01417,,61,,WPO,,ftir,ftir,189,0.921,fiber,,0.1,1,,polyethylene,polyethylene terephthalate,white,clear,Haihe River,39.01704869,117.6394266,6,0,no,averaged towing distance range given to calc volume. Assumed manta mouth 1/2 submerged
0,Baldwin 2020,https://doi-org.proxy.library.cornell.edu/10.1371/journal.pone.0228896,2017,2018,net,rectangular,flowmeter,lake,0.355,sieve,34650,"calculated, speed",5.6,0.000934286,,8,,WPO,stereomicroscope,none,visual,,,fiber,,0.355,1,,,,clear,white,Lake Mead,36.08891056,-114.753416,8,54,no,"Net mesh = .1mm, but in lab, sieved to .355mm for some reason. calculated volume based on average speed and net depth given. Estimated concentration based on numbers given in range and guestimating from fig 4 graph. Excludes Las Vegas wash, which used different methods"
0,Syakti 2018,https://doi.org/10.1016/j.marpolbul.2018.11.005,,2018,net,rectangular,GPS distance,marine,0.1,mesh,270000,"calculated, distance",5,0.00045,,11,1351,WPO,microscope,ftir,ftir,378,0.989417989,fragment,,0.1,0.3,,polypropylene,polyethylene,blue,red,Riau Islands,1.177124247,104.5913505,0,0,no,"all numbers given. Proprietary neuston net like sampler. Doesn't specifically list mesh size of sampler. No specific mention of GPS but I've assumed that's how they followed ""1.8 km of imaginary transect lines"""
0,Bakir 2020,https://doi.org/10.1016/j.marpolbul.2020.111572,2018,2018,net,manta,flowmeter,marine,0.335,mesh,187992.9,"calculated, speed",,0.00028,,12,672,density,nile red,ftir,ftir,42,0.98,,,0.335,5,,polystyrene,polyehtylene,,,Vila Bay,-17.7523,168.306,>1,0,yes,atr-ftir. Concentration given. Data for download: https://doi.org/10.14466/CefasDataHub.68. Found distance traveled from this data's GPS start/end coords. multiplied it times an assumed 1/2 net mouth submerged to get volume in L.
0,Zhang 2019,https://doi.org/10.1016/j.marpolbul.2019.110569,2018,2018,grab,bulk,vessel,estuary,0.01,filter,5,given,,27.84,11.81,7,2695,WPO,dissecting,Raman,Raman,17,,fragment,,0.1,0.5,,polypropylene,polyethylene,black,clear,Shanghai estuaries,30.966,121.999,0,0,no,averaged all estuary sites
0,Kazour 2019,https://doi.org/10.1016/j.scitotenv.2019.133933,2018,2018,net,manta,not mentioned,marine,0.052,mesh,105393.3333,averaged,,0.0043,0.0022,3,,density,stereomicroscope,Raman,Raman,,0.94,fragment,,0.052,0.2,,polyethylene,,blue,red,Lebanon,33.909,35.492,>1,0,no,"volumes in supp materials. ""blue and red colors were the most abundant"""
0,Mai 2019,https://doi.org/10.1021/acs.est.9b04838,2018,2018,net,manta,flowmeter,estuary,0.33,mesh,2152000,averaged,5,0.000127,,40,,density,optical microscope,ftir,ftir,,,fragment,,0.3,2,,polyethylene,polypropylene,,,Pearl River Estuary,22.533,113.742,0,45,yes,avg. conc given. Trawl volumes averaged from table S1 (given in 10^3 m3)
0,Hu 2020,https://doi.org/10.1016/j.marpolbul.2020.111555,2018,2018,net,conical,not mentioned,lake,0.333,mesh,24887.3043,"calculated, distance",,0.007166667,,20,,WPO,metallurgical microscope,ftir,ftir,35,,fiber,,0.333,0.9,,polyethylene,polypropylene,clear,blue,Dongting Lake & rivers,28.8446327,112.7200634,0,0,no,"assumed sampling depth of .3 to convert concentration from /m2 to /m3. Omitted sites S2, S5, S8, S10 from concentration and volume calculations (they are river samples). Concentrations from Table 1."
0,Tamminga 2019,https://doi.org/10.1016/j.envpol.2019.112970,2018,2018,net,manta,GPS distance,lake,0.3,mesh,149212.5,averaged,5,0.00017,0.000132759,8,231,WPO,Nile Red,Raman,Raman,,,fragment,,,,,polyethylene,polyethylene terephthalate,,,Lake Tollense,53.51321394,13.21643215,3,0,yes,"CHECK THIS METHOD. paired. Volume/tow given in supp materials. Manta concentrations per tow given in supp materials. Uses ""fibers"" and ""irregular particles"" but I call the irregular particles ""fragments"" here"
0,Park 2020,https://doi.org/10.1016/j.scitotenv.2019.134535,2018,2018,net,manta,flowmeter,river,0.1,mesh,4000,averaged,5,0.007,0.0129,21,,WPO,visual,ftir,ftir,,1,fragment,,0.1,1,,polyethylene,silicone,,,Han River,37.54668455,127.1108923,>1,>1,no,used only surface water (ignored depth of 2m)
0,Tamminga 2019,https://doi.org/10.1016/j.envpol.2019.112970,2018,2018,pump,submersible pump,time,lake,0.063,sieve,3000,given,5,0.10151,0.022320486,46,2439,WPO,Nile Red,Raman,Raman,277,0.985559567,fragment,,0.15,0.3,,polyethylene terephthalate,polyethylene,,,Lake Tollense,53.51321394,13.21643215,27,0,yes,"CHECK THIS METHOD. paired. Depth = 5cm. Volume & concentrations given in supp materials table 5.7. used only ""scale"" samples taken at same location as manta trawls, not ""raster"" samples. Pump volume measured by a calibrated volume/time experiment at start."
0,Hung 2020,https://doi.org/10.1002/ieam.4325,2017,2018,net,manta,GPS distance,marine,0.355,mesh,241365.7,averaged,5,0.002122222,0.002947468,9,,none,dissection microscope,none,visual,,,fiber,,0.355,5,,,,,,San Francisco Bay,37.814,-122.492,5,,yes,"manta. Volume from supp materials ""manta sample list"" (averaged ""field"" sample type with lat/long listed). Site-by-site concentrations grabbed from figure 3 and averaged. Paper corrects reported values by blanks"
0,Huang 2019,https://doi.org/10.1016/j.envpol.2019.113133,2018,2018,grab,bulk,vessel,marine,0.05,sieve,20,given,5,4.933,1.369,30,,WPO,stereomicroscope,Raman,Raman,130,0.8,pellet,,0.05,0.5,,polypropylene,polyamide,blue,clear,Nanxun Reef,10.92258123,114.0908073,>1,>1,no,5L scoop for 30L composit sample. microRaman
